Class,Sentences
ntr,"ভালো সময় কাটিয়েছেন, বুঝা যাচ্ছে। কিন্তু পিকনিকের ডেফিনেশন প্রসারিত হচ্ছে, রেষ্টুরেন্টে খেয়ে পিকনিক! ফরমালিন কি সব ফলমুলে এখনো দিচ্ছে?"
neg,"হ্যা, এতে পারিবারিক বন্ধন প্রান্তবন্ত থাকে। ক্ষতি না করা মিথ্যাগুলোকে আহ্লাদী মিথ্যা বলতে পারেন !! শায়মা আপনাকে ছাড়ছে না দেখে বললাম !!"
ntr,এতো বাচ্চাকাচ্চা কোথা থেকে জোগাড় করলেন?
pos,এইগুলা সব আমাদেরই।
pos,হা হা হা রাজীব ভাই পোষ্টে আপনাকে পুরোটা পাওয়া গেল !
pos,"ভাল লাগলো আপনাদের আনন্দঘন মুহুর্তের ছবিগুলো, আপনার বেবির জন্য ভালবাসা।"
pos,ভালো লাগল আপনাদের পিকনিক দেখে। এমন প্রোগ্রামগুলোতে বাচ্চারাই বেশি মজা পায় :)
ntr,ওওওও শীতের শেষ। দেশের পিকনিক মৈাসুম। আমাদের এখানে জুনের থেকে শুরু হবে
pos,দিনটা ভালোই উপভোগ করেছেন তাহলে?
pos,বইপ্রেমীরা ভাল থাকুক সেই সাথে লেখকরাও (লেখিকাসহ) ভাল থাকুক। আপনার ফটোগ্রাফিতে এত আগ্রহ থাকতে লেখিকা হলেন কীভাবে?
ntr,"এটা ঠিক লেখালিখির থেকে ফটোগ্রাফিতে আমার আগ্রহ বেশি। লেখালিখি যে ইচ্ছে করে করি তা না, বিভিন্ন টপিক এসে মাথায় ঘুরপাক খায় ওগুলো মাথা থেকে মুক্ত করতেই লিখতে হয়, না লিখলে মাথা একদম নষ্ট।"
pos,খুবই মনোমুগ্ধকর
ntr,"রেললাইন বরাবর হাঁটেলে উপকৃত হবেন, জীবনটা সোজা হবে"
neg,"বলেছেন: ১২ নং ছবি। আপনি সারাদিন বনে জঙ্গলে ঘুরে বেড়ান, অথচ এই মামুলি ফল ও ফুলের নাম জানেন না? এগুলো হলো জংলি কামরাঙা আর তার ফুল।"
ntr,"গুরুজনের মুখে নাম জানার জন্যই তো আমি এর ছবিটা দিয়েছি, এই কামরাঙা টক না মিষ্টি?"
neg,"হায়রে আজইকা খালি মাইনষে মাইনষেরে পাগল কইতাছে, আইজকা কি পাগলা দিবস নি?"
ntr,"ঠিক বুঝতে পারছি না, আপনি প্রতি সপ্তাহে যদি একটা স্টেশন যেতে থাকেন তাহলে সিলেট পৌঁছাবেন কবে? ঠিক আছে, সাথে থাকলাম- এ পথে আমি যে গেছি বার বার......."
ntr,বায়ুমন্ডলের তাপমাত্রা বৃদ্ধির জন্যে কী কার্বন ডাই অক্সাইডের তুলনায় এই হাইড্রোফ্লোরো কার্বনই অনেক বেশি দায়ী?
